date,Rank,Title,Artist,Production
2024-06-09,198,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
2024-06-09,199,나의 X에게,경서,꿈의엔진
2024-06-09,200,Hurt,NewJeans,ADOR
2024-06-16,1,Supernova,aespa,SM Entertainment
2024-06-16,2,How Sweet,NewJeans,ADOR
2024-06-16,3,Bubble Gum,NewJeans,ADOR
2024-06-16,4,Armageddon,aespa,SM Entertainment
2024-06-16,5,소나기,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-16,6,고민중독,QWER,타마고 프로덕션
2024-06-16,7,해야 (HEYA),IVE (아이브),스타쉽엔터테인먼트
2024-06-16,8,Magnetic,아일릿(ILLIT),빌리프랩
2024-06-16,9,SPOT! (feat. JENNIE),지코 (ZICO),KOZ 엔터테인먼트
2024-06-16,10,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트
2024-06-16,11,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2024-06-16,12,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
2024-06-16,13,미안해 미워해 사랑해,크러쉬 (CRUSH),소리날리
2024-06-16,14,예뻤어,DAY6,JYP Entertainment
2024-06-16,15,천상연,이창섭,TOON STUDIO
2024-06-16,16,에피소드,이무진,BIGPLANETMADE
2024-06-16,17,SHEESH,BABYMONSTER,YG Entertainment
2024-06-16,18,Hype boy,NewJeans,ADOR
2024-06-16,19,Boom Boom Bass,RIIZE,SM Entertainment
2024-06-16,20,Welcome to the Show,DAY6,JYP Entertainment
2024-06-16,21,Love wins all,아이유 (IU),EDAM엔터테인먼트
2024-06-16,22,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
2024-06-16,23,ETA,NewJeans,ADOR
2024-06-16,24,밤양갱,비비(BIBI),Feel Ghood Music
2024-06-16,25,어젯밤 (Guitar by 박주원),정한 X 원우 (SEVENTEEN),플레디스
2024-06-16,26,Drama,aespa,SM Entertainment
2024-06-16,27,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
2024-06-16,28,Super Shy,NewJeans,ADOR
2024-06-16,29,To. X,태연 (TAEYEON),SM Entertainment
2024-06-16,30,Attention,NewJeans,ADOR
2024-06-16,31,I AM,IVE (아이브),스타쉽엔터테인먼트
2024-06-16,32,Ditto,NewJeans,ADOR
2024-06-16,33,헤어지자 말해요,박재정,로맨틱팩토리
2024-06-16,34,Girls Never Die,tripleS (트리플에스),모드하우스
2024-06-16,35,Accendio,IVE (아이브),스타쉽엔터테인먼트
2024-06-16,36,오래된 노래,"허각, 임한별, 이무진, 이진성, 김희재, #안녕",도너츠컬쳐
2024-06-16,37,슬픈 초대장,순순희(지환),"제나두엔터테인먼트, 끌림엔터테인먼트"
2024-06-16,38,봄눈,10cm,"BON FACTORY, Stone Music Entertainment"
2024-06-16,39,인사,범진,JMG (더블엑스엔터테인먼트)
2024-06-16,40,Midas Touch,KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-06-16,41,Lucky Girl Syndrome,아일릿(ILLIT),빌리프랩
2024-06-16,42,그랬나봐,유회승 (N.Flying),"BON FACTORY, Stone Music Entertainment"
2024-06-16,43,OMG,NewJeans,ADOR
2024-06-16,44,Spicy,aespa,SM Entertainment
2024-06-16,45,사랑은 늘 도망가,임영웅,모스트콘텐츠
2024-06-16,46,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-16,47,MAESTRO,세븐틴,플레디스
2024-06-16,48,너의 모든 순간,성시경,SBS 콘텐츠허브
2024-06-16,49,Impossible,RIIZE,SM Entertainment
2024-06-16,50,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
2024-06-16,51,Run Run,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-16,52,Love 119,RIIZE,SM Entertainment
2024-06-16,53,MANIAC,VIVIZ (비비지),BIGPLANETMADE
2024-06-16,54,EASY,LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-16,55,청혼하지 않을 이유를 못 찾았어,이무진,BIGPLANETMADE
2024-06-16,56,Siren,RIIZE,SM Entertainment
2024-06-16,57,Small girl (feat. 도경수(D.O.)),이영지,MAINSTREAM
2024-06-16,58,사건의 지평선,윤하,C9엔터테인먼트
2024-06-16,59,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2024-06-16,60,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
2024-06-16,61,주저하는 연인들을 위해,잔나비,페포니 뮤직
2024-06-16,62,Get A Guitar,RIIZE,SM Entertainment
2024-06-16,63,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
2024-06-16,64,Love Lee,AKMU (악뮤),YG Entertainment
2024-06-16,65,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-16,66,사막에서 꽃을 피우듯,우디(Woody),메이저나인
2024-06-16,67,사랑인가 봐,멜로망스(Melomance),플렉스엠
2024-06-16,68,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
2024-06-16,69,산책,성시경,보이저뮤직
2024-06-16,70,취중고백,김민석,프로젝트 리본
2024-06-16,71,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
2024-06-16,72,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2024-06-16,73,꿈,태연 (TAEYEON),모스트콘텐츠
2024-06-16,74,휴지통,정한 X 원우 (SEVENTEEN),플레디스
2024-06-16,75,심(心),DK,방구석 캐스팅
2024-06-16,76,Supernatural,NewJeans,ADOR
2024-06-16,77,손오공,세븐틴,플레디스
2024-06-16,78,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
2024-06-16,79,우리들의 블루스,임영웅,물고기뮤직
2024-06-16,80,꿈결같아서,민니 ((여자)아이들),"BON FACTORY, Stone Music Entertainment"
2024-06-16,81,Baddie,IVE (아이브),스타쉽엔터테인먼트
2024-06-16,82,홀씨,아이유 (IU),EDAM엔터테인먼트
2024-06-16,83,온기,임영웅,물고기뮤직
2024-06-16,84,Cruel Summer,Taylor Swift,Taylor Swift
2024-06-16,85,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
2024-06-16,86,모래 알갱이,임영웅,물고기뮤직
2024-06-16,87,청춘찬가,세븐틴,플레디스
2024-06-16,88,Blue Moon,엔플라잉 (N.Flying),FNC엔터테인먼트
2024-06-16,89,Balloon in Love,선미,어비스컴퍼니
2024-06-16,90,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2024-06-16,91,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2024-06-16,92,You & Me,제니 (JENNIE),YG Entertainment
2024-06-16,93,사랑하지 않아서 그랬어,임한별,플렉스엠
2024-06-16,94,Dynamite,방탄소년단,BIGHIT MUSIC
2024-06-16,95,ABCD,나연 (TWICE),JYP Entertainment
2024-06-16,96,봄날,방탄소년단,BIGHIT MUSIC
2024-06-16,97,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
2024-06-16,98,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2024-06-16,99,Home,임영웅,물고기뮤직
2024-06-16,100,Dangerously,Charlie Puth,Artist Partners
2024-06-16,101,다시 만날 수 있을까,임영웅,물고기뮤직
2024-06-16,102,Lips (Feat. 지젤 of aespa),볼빨간사춘기,쇼파르엔터테인먼트
2024-06-16,103,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2024-06-16,104,New Jeans,NewJeans,ADOR
2024-06-16,105,Stay,"The Kid LAROI, Justin Bieber",Columbia
2024-06-16,106,Discord,QWER,타마고 프로덕션
2024-06-16,107,WAY 4 LUV,PLAVE,VLAST
2024-06-16,108,Do or Die,임영웅,물고기뮤직
2024-06-16,109,무지개,임영웅,물고기뮤직
2024-06-16,110,Super Lady,(여자)아이들,큐브엔터테인먼트
2024-06-16,111,후라이의 꿈,AKMU (악뮤),YG Entertainment
2024-06-16,112,Right Now,NewJeans,ADOR
2024-06-16,113,Beautiful Things,Benson Boone,Night Street Records/Warner Records
2024-06-16,114,TOMBOY,혁오 (hyukoh),두루두루 아티스트 컴퍼니
2024-06-16,115,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2024-06-16,116,London Boy,임영웅,물고기뮤직
2024-06-16,117,Star,엔플라잉 (N.Flying),"BON FACTORY, Stone Music Entertainment"
2024-06-16,118,Polaroid,임영웅,물고기뮤직
2024-06-16,119,멈춰줘,헤이즈 (Heize),소리날리
2024-06-16,120,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
2024-06-16,121,인생찬가,임영웅,물고기뮤직
2024-06-16,122,Espresso,Sabrina Carpenter,Island Records
2024-06-16,123,숲,최유리,쇼파르엔터테인먼트
2024-06-16,124,해요 (2022),#안녕,일팔 프로젝트
2024-06-16,125,여행,볼빨간사춘기,쇼파르엔터테인먼트
2024-06-16,126,"Earth, Wind & Fire",BOYNEXTDOOR,KOZ 엔터테인먼트
2024-06-16,127,물론,허각,니즈뮤직
2024-06-16,128,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
2024-06-16,129,Next Level,aespa,SM Entertainment
2024-06-16,130,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
2024-06-16,131,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-16,132,연애편지,임영웅,물고기뮤직
2024-06-16,133,사랑..그게 뭔데,지아 (Zia),니즈뮤직
2024-06-16,134,Love me or Leave me,DAY6,JYP Entertainment
2024-06-16,135,희재,성시경,씨에스해피엔터테인먼트
2024-06-16,136,그라데이션,10cm,매직스트로베리사운드
2024-06-16,137,Live My Life,aespa,SM Entertainment
2024-06-16,138,Wife,(여자)아이들,큐브엔터테인먼트
2024-06-16,139,DASH,NMIXX,JYP Entertainment
2024-06-16,140,You & I,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-16,141,Shape of You,Ed Sheeran,Atlantic Records UK
2024-06-16,142,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
2024-06-16,143,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
2024-06-16,144,2002,Anne-Marie,Atlantic Records UK
2024-06-16,145,음악의 신,세븐틴,플레디스
2024-06-16,146,혹시 세상에 혼자 남겨진 것 같다면,우디(Woody),골든문(GDM)
2024-06-16,147,yours,데이먼스 이어 (Damons Year),Akashic Records
2024-06-16,148,These Tears,Andy Grammer,S-Curve Records
2024-06-16,149,Hero,AKMU (악뮤),YG Entertainment
2024-06-16,150,거리에서,성시경,제로원인터랙티브
2024-06-16,151,hey! hey!,TWS (투어스),플레디스
2024-06-16,152,Cool With You,NewJeans,ADOR
2024-06-16,153,Blueming,아이유 (IU),Kakao Entertainment
2024-06-16,154,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
2024-06-16,155,Cookie,NewJeans,ADOR
2024-06-16,156,오래된 노래,스탠딩 에그(Standing Egg),BORN
2024-06-16,157,Never Let Go,정국,BIGHIT MUSIC
2024-06-16,158,반딧불 (Little Light),도영 (DOYOUNG),SM Entertainment
2024-06-16,159,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
2024-06-16,160,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-16,161,우리 영화,PLAVE,VLAST
2024-06-16,162,There`s Nothing Holdin` Me Back,Shawn Mendes,Island Records
2024-06-16,163,Off My Face,Justin Bieber,RBMG/Def Jam
2024-06-16,164,보금자리,임영웅,물고기뮤직
2024-06-16,165,마지막처럼,BLACKPINK,YG Entertainment
2024-06-16,166,Talk Saxy,RIIZE,SM Entertainment
2024-06-16,167,그리워하다,비투비 (BTOB),큐브엔터테인먼트
2024-06-16,168,Million Dollar Baby,Tommy Richman,PULSE Records
2024-06-16,169,Popcorn,디오 (D.O.),COMPANY SOOSOO
2024-06-16,170,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
2024-06-16,171,어땠을까 (Feat. 박정현),싸이 (Psy),YG Entertainment
2024-06-16,172,봄이 와도,로이킴,WAKEONE
2024-06-16,173,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2024-06-16,174,어른,Sondia,Stone Music Entertainment
2024-06-16,175,Shopper,아이유 (IU),EDAM엔터테인먼트
2024-06-16,176,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2024-06-16,177,HAPPY,DAY6,JYP Entertainment
2024-06-16,178,밤하늘의 별을(2020),경서,꿈의엔진
2024-06-16,179,From,PLAVE,VLAST
2024-06-16,180,pocket locket,Alaina Castillo,뮤직테이블
2024-06-16,181,좋아해요,폴킴,소리날리
2024-06-16,182,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
2024-06-16,183,One Kiss,RIIZE,SM Entertainment
2024-06-16,184,Standing Next to You,정국,BIGHIT MUSIC
2024-06-16,185,TOMBOY,(여자)아이들,큐브엔터테인먼트
2024-06-16,186,만날테니까,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-16,187,I`ll Be There,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-16,188,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse
2024-06-16,189,Fast Forward,전소미,The Black Label
2024-06-16,190,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-06-16,191,개화 (Flowering),LUCY,미스틱스토리
2024-06-16,192,Weekend,태연 (TAEYEON),SM Entertainment
2024-06-16,193,사랑했나봐,YB (윤도현 밴드),와이더댄
2024-06-16,194,Off The Record,IVE (아이브),스타쉽엔터테인먼트
2024-06-16,195,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT"
2024-06-16,196,내게 어울릴 이별 노래가 없어 (Prod. 윤상),케이윌 (K.Will),스타쉽엔터테인먼트
2024-06-16,197,Bubble,STAYC(스테이씨),하이업엔터테인먼트
2024-06-16,198,나에게 그대만이,탑현,레이벡스
2024-06-16,199,신호등,이무진,쇼플레이
2024-06-16,200,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트"
2024-06-23,1,Small girl (feat. 도경수(D.O.)),이영지,MAINSTREAM
2024-06-23,2,Supernova,aespa,SM Entertainment
2024-06-23,3,How Sweet,NewJeans,ADOR
2024-06-23,4,Armageddon,aespa,SM Entertainment
2024-06-23,5,Bubble Gum,NewJeans,ADOR
2024-06-23,6,소나기,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-23,7,고민중독,QWER,타마고 프로덕션
2024-06-23,8,Magnetic,아일릿(ILLIT),빌리프랩
2024-06-23,9,해야 (HEYA),IVE (아이브),스타쉽엔터테인먼트
2024-06-23,10,SPOT! (feat. JENNIE),지코 (ZICO),KOZ 엔터테인먼트
2024-06-23,11,Supernatural,NewJeans,ADOR
2024-06-23,12,한 페이지가 될 수 있게,DAY6,JYP Entertainment
2024-06-23,13,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트
2024-06-23,14,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
2024-06-23,15,예뻤어,DAY6,JYP Entertainment
2024-06-23,16,미안해 미워해 사랑해,크러쉬 (CRUSH),소리날리
2024-06-23,17,천상연,이창섭,TOON STUDIO
2024-06-23,18,Boom Boom Bass,RIIZE,SM Entertainment
2024-06-23,19,에피소드,이무진,BIGPLANETMADE
2024-06-23,20,Welcome to the Show,DAY6,JYP Entertainment
2024-06-23,21,SHEESH,BABYMONSTER,YG Entertainment
2024-06-23,22,Hype boy,NewJeans,ADOR
2024-06-23,23,Love wins all,아이유 (IU),EDAM엔터테인먼트
2024-06-23,24,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
2024-06-23,25,Right Now,NewJeans,ADOR
2024-06-23,26,ETA,NewJeans,ADOR
2024-06-23,27,밤양갱,비비(BIBI),Feel Ghood Music
2024-06-23,28,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
2024-06-23,29,Cosmic,레드벨벳(Red Velvet),SM Entertainment
2024-06-23,30,Super Shy,NewJeans,ADOR
2024-06-23,31,오래된 노래,"허각, 임한별, 이무진, 이진성, 김희재, #안녕",도너츠컬쳐
2024-06-23,32,Attention,NewJeans,ADOR
2024-06-23,33,Drama,aespa,SM Entertainment
2024-06-23,34,To. X,태연 (TAEYEON),SM Entertainment
2024-06-23,35,I AM,IVE (아이브),스타쉽엔터테인먼트
2024-06-23,36,헤어지자 말해요,박재정,로맨틱팩토리
2024-06-23,37,Ditto,NewJeans,ADOR
2024-06-23,38,슬픈 초대장,순순희(지환),"제나두엔터테인먼트, 끌림엔터테인먼트"
2024-06-23,39,Girls Never Die,tripleS (트리플에스),모드하우스
2024-06-23,40,Accendio,IVE (아이브),스타쉽엔터테인먼트
2024-06-23,41,인사,범진,JMG (더블엑스엔터테인먼트)
2024-06-23,42,OMG,NewJeans,ADOR
2024-06-23,43,사랑은 늘 도망가,임영웅,모스트콘텐츠
2024-06-23,44,Smeraldo Garden Marching Band (feat. 로꼬),"지민, 로꼬 (LOCO)",BIGHIT MUSIC
2024-06-23,45,Midas Touch,KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-06-23,46,봄눈,10cm,"BON FACTORY, Stone Music Entertainment"
2024-06-23,47,그랬나봐,유회승 (N.Flying),"BON FACTORY, Stone Music Entertainment"
2024-06-23,48,너의 모든 순간,성시경,SBS 콘텐츠허브
2024-06-23,49,Spicy,aespa,SM Entertainment
2024-06-23,50,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-23,51,Lucky Girl Syndrome,아일릿(ILLIT),빌리프랩
2024-06-23,52,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
2024-06-23,53,청혼하지 않을 이유를 못 찾았어,이무진,BIGPLANETMADE
2024-06-23,54,Love 119,RIIZE,SM Entertainment
2024-06-23,55,MAESTRO,세븐틴,플레디스
2024-06-23,56,MANIAC,VIVIZ (비비지),BIGPLANETMADE
2024-06-23,57,Run Run,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-23,58,Impossible,RIIZE,SM Entertainment
2024-06-23,59,사건의 지평선,윤하,C9엔터테인먼트
2024-06-23,60,EASY,LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-23,61,주저하는 연인들을 위해,잔나비,페포니 뮤직
2024-06-23,62,Get A Guitar,RIIZE,SM Entertainment
2024-06-23,63,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
2024-06-23,64,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
2024-06-23,65,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
2024-06-23,66,Siren,RIIZE,SM Entertainment
2024-06-23,67,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
2024-06-23,68,내가 S면 넌 나의 N이 되어줘,TWS (투어스),플레디스
2024-06-23,69,사랑인가 봐,멜로망스(Melomance),플렉스엠
2024-06-23,70,Love Lee,AKMU (악뮤),YG Entertainment
2024-06-23,71,사막에서 꽃을 피우듯,우디(Woody),메이저나인
2024-06-23,72,내가 그댈,하동균,트라이어스
2024-06-23,73,취중고백,김민석,프로젝트 리본
2024-06-23,74,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
2024-06-23,75,Smart,LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-23,76,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
2024-06-23,77,꿈,태연 (TAEYEON),모스트콘텐츠
2024-06-23,78,우리들의 블루스,임영웅,물고기뮤직
2024-06-23,79,온기,임영웅,물고기뮤직
2024-06-23,80,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
2024-06-23,81,심(心),DK,방구석 캐스팅
2024-06-23,82,손오공,세븐틴,플레디스
2024-06-23,83,Cruel Summer,Taylor Swift,Taylor Swift
2024-06-23,84,모래 알갱이,임영웅,물고기뮤직
2024-06-23,85,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
2024-06-23,86,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),FNC엔터테인먼트
2024-06-23,87,봄날,방탄소년단,BIGHIT MUSIC
2024-06-23,88,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
2024-06-23,89,사랑하지 않아서 그랬어,임한별,플렉스엠
2024-06-23,90,청춘찬가,세븐틴,플레디스
2024-06-23,91,산책,성시경,보이저뮤직
2024-06-23,92,Dynamite,방탄소년단,BIGHIT MUSIC
2024-06-23,93,Balloon in Love,선미,어비스컴퍼니
2024-06-23,94,Baddie,IVE (아이브),스타쉽엔터테인먼트
2024-06-23,95,ABCD,나연 (TWICE),JYP Entertainment
2024-06-23,96,홀씨,아이유 (IU),EDAM엔터테인먼트
2024-06-23,97,꿈결같아서,민니 ((여자)아이들),"BON FACTORY, Stone Music Entertainment"
2024-06-23,98,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
2024-06-23,99,Home,임영웅,물고기뮤직
2024-06-23,100,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
2024-06-23,101,Blue Moon,엔플라잉 (N.Flying),FNC엔터테인먼트
2024-06-23,102,You & Me,제니 (JENNIE),YG Entertainment
2024-06-23,103,Kitsch,IVE (아이브),스타쉽엔터테인먼트
2024-06-23,104,Dangerously,Charlie Puth,Artist Partners
2024-06-23,105,다시 만날 수 있을까,임영웅,물고기뮤직
2024-06-23,106,Stay,"The Kid LAROI, Justin Bieber",Columbia
2024-06-23,107,After LIKE,IVE (아이브),스타쉽엔터테인먼트
2024-06-23,108,New Jeans,NewJeans,ADOR
2024-06-23,109,WAY 4 LUV,PLAVE,VLAST
2024-06-23,110,무지개,임영웅,물고기뮤직
2024-06-23,111,Do or Die,임영웅,물고기뮤직
2024-06-23,112,Beautiful Things,Benson Boone,Night Street Records/Warner Records
2024-06-23,113,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
2024-06-23,114,Discord,QWER,타마고 프로덕션
2024-06-23,115,TOMBOY,혁오 (hyukoh),두루두루 아티스트 컴퍼니
2024-06-23,116,London Boy,임영웅,물고기뮤직
2024-06-23,117,Live My Life,aespa,SM Entertainment
2024-06-23,118,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
2024-06-23,119,Polaroid,임영웅,물고기뮤직
2024-06-23,120,후라이의 꿈,AKMU (악뮤),YG Entertainment
2024-06-23,121,바람이 불지 않은 것처럼,연변대학최씨,TOON STUDIO
2024-06-23,122,Super Lady,(여자)아이들,큐브엔터테인먼트
2024-06-23,123,인생찬가,임영웅,물고기뮤직
2024-06-23,124,여름이잖아 (Feat. 마크 of NCT),BIG Naughty (서동현),H1GHR MUSIC
2024-06-23,125,Espresso,Sabrina Carpenter,Island Records
2024-06-23,126,hey! hey!,TWS (투어스),플레디스
2024-06-23,127,숲,최유리,쇼파르엔터테인먼트
2024-06-23,128,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
2024-06-23,129,해요 (2022),#안녕,일팔 프로젝트
2024-06-23,130,여행,볼빨간사춘기,쇼파르엔터테인먼트
2024-06-23,131,Star,엔플라잉 (N.Flying),"BON FACTORY, Stone Music Entertainment"
2024-06-23,132,Love me or Leave me,DAY6,JYP Entertainment
2024-06-23,133,물론,허각,니즈뮤직
2024-06-23,134,멈춰줘,헤이즈 (Heize),소리날리
2024-06-23,135,Million Dollar Baby,Tommy Richman,PULSE Records
2024-06-23,136,내게 어울릴 이별 노래가 없어 (Prod. 윤상),케이윌 (K.Will),스타쉽엔터테인먼트
2024-06-23,137,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-23,138,연애편지,임영웅,물고기뮤직
2024-06-23,139,사랑..그게 뭔데,지아 (Zia),니즈뮤직
2024-06-23,140,그라데이션,10cm,매직스트로베리사운드
2024-06-23,141,Next Level,aespa,SM Entertainment
2024-06-23,142,희재,성시경,씨에스해피엔터테인먼트
2024-06-23,143,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
2024-06-23,144,"Earth, Wind & Fire",BOYNEXTDOOR,KOZ 엔터테인먼트
2024-06-23,145,Shape of You,Ed Sheeran,Atlantic Records UK
2024-06-23,146,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
2024-06-23,147,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
2024-06-23,148,Lips (Feat. 지젤 of aespa),볼빨간사춘기,쇼파르엔터테인먼트
2024-06-23,149,Popcorn,디오 (D.O.),COMPANY SOOSOO
2024-06-23,150,2002,Anne-Marie,Atlantic Records UK
2024-06-23,151,yours,데이먼스 이어 (Damons Year),Akashic Records
2024-06-23,152,거리에서,성시경,제로원인터랙티브
2024-06-23,153,DASH,NMIXX,JYP Entertainment
2024-06-23,154,사랑했던 널 지우는 일,먼데이 키즈 (Monday Kiz),+기억 프로젝트
2024-06-23,155,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
2024-06-23,156,오래된 노래,스탠딩 에그(Standing Egg),BORN
2024-06-23,157,Sunflower,레드벨벳(Red Velvet),SM Entertainment
2024-06-23,158,우리 영화,PLAVE,VLAST
2024-06-23,159,Cool With You,NewJeans,ADOR
2024-06-23,160,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
2024-06-23,161,There`s Nothing Holdin` Me Back,Shawn Mendes,Island Records
2024-06-23,162,Cookie,NewJeans,ADOR
2024-06-23,163,These Tears,Andy Grammer,S-Curve Records
2024-06-23,164,ADHD (feat. 잠비노 (Jambino)),이영지,MAINSTREAM
2024-06-23,165,보금자리,임영웅,물고기뮤직
2024-06-23,166,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
2024-06-23,167,Blueming,아이유 (IU),Kakao Entertainment
2024-06-23,168,음악의 신,세븐틴,플레디스
2024-06-23,169,Wife,(여자)아이들,큐브엔터테인먼트
2024-06-23,170,Off My Face,Justin Bieber,RBMG/Def Jam
2024-06-23,171,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
2024-06-23,172,From,PLAVE,VLAST
2024-06-23,173,마지막처럼,BLACKPINK,YG Entertainment
2024-06-23,174,혹시 세상에 혼자 남겨진 것 같다면,우디(Woody),골든문(GDM)
2024-06-23,175,그리워하다,비투비 (BTOB),큐브엔터테인먼트
2024-06-23,176,You & I,이클립스,"BON FACTORY, Stone Music Entertainment"
2024-06-23,177,어땠을까 (Feat. 박정현),싸이 (Psy),YG Entertainment
2024-06-23,178,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
2024-06-23,179,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
2024-06-23,180,어른,Sondia,Stone Music Entertainment
2024-06-23,181,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
2024-06-23,182,HAPPY,DAY6,JYP Entertainment
2024-06-23,183,밤하늘의 별을(2020),경서,꿈의엔진
2024-06-23,184,Watch Me Woo!,PLAVE,VLAST
2024-06-23,185,봄이 와도,로이킴,WAKEONE
2024-06-23,186,Standing Next to You,정국,BIGHIT MUSIC
2024-06-23,187,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
2024-06-23,188,Shopper,아이유 (IU),EDAM엔터테인먼트
2024-06-23,189,Paris In The Rain,Lauv,Lauv
