date,Rank,Title,Artist,Production,Weekly Views,Genre,Runtime
2023-10-01,46,Slow Dancing,V,BIGHIT MUSIC,9619194.0,가요 / R&B/소울,03:07
2023-10-01,47,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,2937867.0,가요 / 댄스,03:10
2023-10-01,48,손오공,세븐틴,플레디스,3714506.0,가요 / 댄스,03:20
2023-10-01,49,취중고백,김민석,프로젝트 리본,,가요 / 발라드,03:48
2023-10-01,50,꽃,지수 (JISOO),YG Entertainment,,가요 / 댄스,02:53
2023-10-01,51,Cool With You,NewJeans,ADOR,10594372.0,가요 / 댄스,02:28
2023-10-01,52,Love Me Again,V,BIGHIT MUSIC,9619194.0,가요 / R&B/소울,03:02
2023-10-01,53,Baggy Jeans,NCT U,SM Entertainment,1492492.0,가요 / 댄스,03:31
2023-10-01,54,사랑하지 않아서 그랬어,임한별,플렉스엠,1530717.0,가요 / 발라드,03:44
2023-10-01,55,Somebody,디오 (D.O.),SM Entertainment,,가요 / 블루스/포크,02:39
2023-10-01,56,물론,허각,니즈뮤직,2327577.0,가요 / 발라드,03:44
2023-10-01,57,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment,,가요 / 발라드,02:43
2023-10-01,58,Stay,"The Kid LAROI, Justin Bieber",Columbia,,POP / 팝,02:22
2023-10-01,59,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우,1470418.0,가요 / 발라드,03:51
2023-10-01,60,Click Like (Prod. Crush) (Feat. Paul Blanco),크러쉬 (CRUSH),Stone Music Entertainment,1789308.0,가요 / R&B/소울,02:46
2023-10-01,61,Better Things,aespa,SM Entertainment,4592750.0,가요 / 댄스,03:23
2023-10-01,62,KIDDING,이세계 아이돌,J Major,,가요 / 전체,03:30
2023-10-01,63,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직,4335304.0,가요 / 댄스,03:04
2023-10-01,64,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,3456353.0,POP / 팝,03:09
2023-10-01,65,해요 (2022),#안녕,일팔 프로젝트,,가요 / 발라드,03:58
2023-10-01,66,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스,3714506.0,가요 / 댄스,03:25
2023-10-01,67,You & Me,제니 (JENNIE),YG Entertainment,,가요 / 댄스,02:59
2023-10-01,68,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트,1389356.0,가요 / 발라드,02:55
2023-10-01,69,민들레 (single ver.),우효 (OOHYO),문화인,,가요 / 인디,04:13
2023-10-01,70,폼미쳤다,영탁,탁스튜디오,1392209.0,가요 / 댄스,02:47
2023-10-01,71,모래 알갱이,임영웅,물고기뮤직,5206668.0,가요 / 발라드,03:40
2023-10-01,72,Like Crazy,지민,BIGHIT MUSIC,,가요 / 댄스,03:32
2023-10-01,73,미친 사랑의 노래,"김연지, DK",방구석 캐스팅,,가요 / 발라드,03:44
2023-10-01,74,Candy,NCT DREAM,SM Entertainment,2086581.0,가요 / 댄스,03:37
2023-10-01,75,Dynamite,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / 댄스,03:19
2023-10-01,76,우리들의 블루스,임영웅,물고기뮤직,5206668.0,가요 / 발라드,03:27
2023-10-01,77,Cupid,FIFTY FIFTY,ATTRAKT,,가요 / 댄스,02:54
2023-10-01,78,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment,1982240.0,OST / 드라마,03:31
2023-10-01,79,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT",1647060.0,가요 / 락,03:48
2023-10-01,80,가을 타나 봐,바이브 (Vibe),메이저나인,,가요 / 발라드,03:52
2023-10-01,81,That`s Hilarious,Charlie Puth,Atlantic Records UK,3456353.0,POP / 팝,02:27
2023-10-01,82,사랑의 바보,제이세라 (J-Cera),"투플원 엔터테인먼트, 제나두엔터테인먼트",,가요 / 발라드,03:54
2023-10-01,83,ASAP,NewJeans,ADOR,10594372.0,가요 / 댄스,02:14
2023-10-01,84,사랑..그게 뭔데,지아 (Zia),니즈뮤직,1540778.0,가요 / 발라드,03:46
2023-10-01,85,너 밖엔 없더라,케이시 (Kassy),넥스타엔터테인먼트,1389356.0,가요 / 발라드,03:45
2023-10-01,86,Paint The Town Red,Doja Cat,Kemosabe Records/RCA Records,1404231.0,POP / 랩/힙합,03:52
2023-10-01,87,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이",5206668.0,가요 / 트로트,04:03
2023-10-01,88,그중에 그대를 만나,김호중,캔버스뮤직,,OST / 드라마,04:19
2023-10-01,89,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records,,OST / 전체,03:37
2023-10-01,90,TOMBOY,(여자)아이들,큐브엔터테인먼트,3644521.0,가요 / 락,02:54
2023-10-01,91,Monologue,테이 (Tei),방구석 캐스팅,,가요 / 발라드,04:22
2023-10-01,92,Rainy Days,V,BIGHIT MUSIC,9619194.0,가요 / R&B/소울,03:00
2023-10-01,93,무지개,임영웅,물고기뮤직,5206668.0,가요 / 전체,03:16
2023-10-01,94,사람 Pt.2 (feat. 아이유),Agust D,BIGHIT MUSIC,,가요 / R&B/소울,03:34
2023-10-01,95,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC,7296860.0,POP / 월드뮤직,03:21
2023-10-01,96,봄날,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / 댄스,04:34
2023-10-01,97,다시 만날 수 있을까,임영웅,물고기뮤직,5206668.0,가요 / 발라드,04:34
2023-10-01,98,Butter,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / 댄스,02:44
2023-10-01,99,그라데이션,10cm,매직스트로베리사운드,3409747.0,가요 / 인디,03:21
2023-10-01,100,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik,3860190.0,가요 / 랩/힙합,03:29
2023-10-01,101,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,,가요 / 인디,04:26
2023-10-01,102,빛이 나는 너에게,던 (DAWN),AT AREA,,가요 / R&B/소울,02:55
2023-10-01,103,Underwater,권은비,울림 엔터테인먼트,,가요 / 댄스,02:51
2023-10-01,104,여름이 들려 (Summer Comes),오마이걸 (OH MY GIRL),WM엔터테인먼트,1672935.0,가요 / 전체,03:21
2023-10-01,105,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐,3644521.0,OST / 드라마,04:04
2023-10-01,106,Off The Record,IVE (아이브),스타쉽엔터테인먼트,9619194.0,가요 / 댄스,03:09
2023-10-01,107,첫 키스에 내 심장은 120BPM,경서,꿈의엔진,1470418.0,가요 / 인디,03:19
2023-10-01,108,Memories,RIIZE,SM Entertainment,1664995.0,가요 / 댄스,02:58
2023-10-01,109,GODS,"NewJeans, League of Legends",라이엇 게임즈,2150564.0,OST / 애니메이션/게임,03:41
2023-10-01,110,이제 우리 꿈에서만 만나,Yyeon,Yyeon,,가요 / R&B/소울,02:20
2023-10-01,111,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",7120192.0,가요 / 발라드,04:13
2023-10-01,112,DINOSAUR,AKMU (악뮤),YG Entertainment,11053352.0,가요 / 일렉트로니카,04:01
2023-10-01,113,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records,3456353.0,POP / 팝,02:46
2023-10-01,114,AEAO,"다이나믹 듀오 (Dynamic Duo), DJ Premier",아메바컬쳐,3776413.0,가요 / 랩/힙합,05:17
2023-10-01,115,뭣 같아,BOYNEXTDOOR,KOZ 엔터테인먼트,,가요 / 댄스,02:55
2023-10-01,116,ELEVEN,IVE (아이브),스타쉽엔터테인먼트,9619194.0,가요 / 댄스,02:58
2023-10-01,117,Heaven(2023),임재현,캔버스뮤직,,OST / 드라마,04:40
2023-10-01,118,희재,성시경,씨에스해피엔터테인먼트,3182968.0,OST / 한국영화,04:42
2023-10-01,119,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,4088242.0,가요 / 인디,03:09
2023-10-01,120,Nxde,(여자)아이들,큐브엔터테인먼트,3644521.0,가요 / 댄스,02:58
2023-10-01,121,가을밤에 든 생각,잔나비,페포니 뮤직,3216975.0,가요 / 인디,03:07
2023-10-01,122,Shut Down,BLACKPINK,YG Entertainment,4260998.0,가요 / 랩/힙합,02:56
2023-10-01,123,첫사랑,백아,Baek A,,가요 / 블루스/포크,03:09
2023-10-01,124,アイドル,YOASOBI,YOASOBI,,J-POP / 팝,03:33
2023-10-01,125,아버지,임영웅,물고기뮤직,5206668.0,가요 / 발라드,03:58
2023-10-01,126,나의 X에게,경서,꿈의엔진,1470418.0,가요 / 인디,03:08
2023-10-01,127,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,3860190.0,가요 / 랩/힙합,03:53
2023-10-01,128,한 페이지가 될 수 있게,DAY6,JYP Entertainment,2660238.0,가요 / 락,03:26
2023-10-01,129,London Boy,임영웅,물고기뮤직,5206668.0,가요 / 락,04:04
2023-10-01,130,예뻤어,DAY6,JYP Entertainment,2660238.0,가요 / 락,04:43
2023-10-01,131,ISTJ,NCT DREAM,SM Entertainment,2086581.0,가요 / 댄스,03:05
2023-10-01,132,NIGHT DANCER,imase,Universal Music,,J-POP / 팝,03:31
2023-10-01,133,혼자 왔어요,"DK, 김연지","복학가왕, TOON STUDIO",,가요 / 발라드,04:07
2023-10-01,134,숲,최유리,쇼파르엔터테인먼트,1594840.0,가요 / 인디,03:48
2023-10-01,135,When I Get Old,"Christopher, 청하",Parlophone Denmark,1383252.0,POP / 팝,03:05
2023-10-01,136,Off My Face,Justin Bieber,RBMG/Def Jam,2567211.0,POP / 팝,02:37
2023-10-01,137,Take Two,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / R&B/소울,03:50
2023-10-01,138,on the street (with J. Cole),"j-hope,  J. Cole",BIGHIT MUSIC,,가요 / 랩/힙합,03:35
2023-10-01,139,밤 (Night),dori,dori,,가요 / R&B/소울,03:07
2023-10-01,140,빛이 나는 사람,김호중,생각엔터테인먼트,,가요 / 발라드,03:37
2023-10-01,141,Vancouver,BIG Naughty (서동현),H1GHR MUSIC,4088242.0,가요 / R&B/소울,03:36
2023-10-01,142,Polaroid,임영웅,물고기뮤직,5206668.0,가요 / 락,03:26
2023-10-01,143,내가 아니라도,주호,IN A MILLION,,가요 / 발라드,04:08
2023-10-01,144,Allergy,(여자)아이들,큐브엔터테인먼트,3644521.0,가요 / 댄스,02:43
2023-10-01,145,나의 목소리로,김호중,생각엔터테인먼트,,가요 / 발라드,03:52
2023-10-01,146,Permission to Dance,방탄소년단,BIGHIT MUSIC,4316760.0,가요 / 댄스,03:08
2023-10-01,147,그리워하다,비투비 (BTOB),큐브엔터테인먼트,1801825.0,가요 / 발라드,03:57
2023-10-01,148,인생찬가,임영웅,물고기뮤직,5206668.0,가요 / 발라드,03:53
2023-10-01,149,오랜 날 오랜 밤,AKMU (악뮤),YG Entertainment,11053352.0,가요 / 블루스/포크,04:44
2023-10-01,150,Pink Venom,BLACKPINK,YG Entertainment,4260998.0,가요 / 랩/힙합,03:07
2023-10-01,151,Cookie,NewJeans,ADOR,10594372.0,가요 / 댄스,03:53
2023-10-01,152,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직,4335304.0,가요 / 댄스,02:48
2023-10-01,153,트월ㅋ (Prod. Czaer),"미연 ((여자)아이들), 우기 ((여자)아이들)",Stone Music Entertainment,3644521.0,가요 / 댄스,02:57
2023-10-01,154,오르트구름,윤하,C9엔터테인먼트,3931666.0,가요 / 락,03:27
2023-10-01,155,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),Stone Music Entertainment,1439505.0,가요 / 랩/힙합,02:27
2023-10-01,156,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2274284.0,가요 / 인디,04:21
2023-10-01,157,2002,Anne-Marie,Atlantic Records UK,,POP / 팝,03:07
2023-10-01,158,Seven (feat. Latto) - Explicit Ver.,정국,BIGHIT MUSIC,7296860.0,가요 / 댄스,03:04
2023-10-01,159,Boat,죠지,크래프트앤준,,가요 / R&B/소울,03:12
2023-10-01,160,거리에서,성시경,제로원인터랙티브,3182968.0,가요 / 발라드,04:39
2023-10-01,161,밤하늘의 별을(2020),경서,꿈의엔진,1470418.0,가요 / 인디,03:37
2023-10-01,162,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,,가요 / R&B/소울,03:00
2023-10-01,163,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),MBC,1597182.0,가요 / 발라드,03:43
2023-10-01,164,A bientot,임영웅,물고기뮤직,5206668.0,가요 / 랩/힙합,04:16
2023-10-01,165,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",1434650.0,OST / 드라마,03:50
2023-10-01,166,Next Level,aespa,SM Entertainment,4592750.0,가요 / 댄스,03:42
2023-10-01,167,가을 아침,아이유 (IU),"페이브엔터테인먼트,카카오 M",7120192.0,가요 / 발라드,03:39
2023-10-01,168,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,3456353.0,POP / 팝,03:09
2023-10-01,169,Bye bye my blue,백예린,JYP Entertainment,3018361.0,가요 / R&B/소울,03:24
2023-10-01,170,어른,Sondia,Stone Music Entertainment,,OST / 드라마,04:19
2023-10-01,171,I`m Not The Only One,Sam Smith,Capitol Records,,POP / 팝,03:59
2023-10-01,172,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),H1GHR MUSIC,4088242.0,가요 / R&B/소울,03:56
2023-10-01,173,Yogurt Shake,NCT DREAM,SM Entertainment,2086581.0,가요 / 댄스,03:18
2023-10-01,174,In Bloom,ZEROBASEONE (제로베이스원),WAKEONE,,가요 / 댄스,03:01
2023-10-01,175,손이 참 곱던 그대,임영웅,물고기뮤직,5206668.0,재즈 / 정통,03:15
2023-10-01,176,사랑해 진짜,임영웅,물고기뮤직,5206668.0,가요 / 블루스/포크,03:59
2023-10-01,177,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,페포니 뮤직,3216975.0,가요 / 발라드,04:03
2023-10-01,178,KNOCK,이채연,WM엔터테인먼트,,가요 / 댄스,02:53
2023-10-01,179,Say I Love You,우디(Woody),메이저나인,1675680.0,가요 / 발라드,03:36
2023-10-01,180,Happiness,"허용별 (허각, 신용재, 임한별)",플렉스엠,2327577.0,가요 / 발라드,04:17
2023-10-01,181,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,1405963.0,가요 / 발라드,03:36
2023-10-01,182,"10,000 Hours","Dan + Shay, Justin Bieber",Warner Music,,POP / 블루스/포크/컨트리,02:48
2023-10-01,183,Thirsty,aespa,SM Entertainment,4592750.0,가요 / R&B/소울,03:13
2023-10-01,184,연애편지,임영웅,물고기뮤직,5206668.0,가요 / 블루스/포크,03:35
2023-10-01,185,yours,데이먼스 이어 (Damons Year),Akashic Records,,가요 / 인디,02:45
2023-10-01,186,보금자리,임영웅,물고기뮤직,5206668.0,가요 / 트로트,02:52
2023-10-01,187,Give Love,AKMU (악뮤),YG Entertainment,11053352.0,가요 / 전체,02:57
2023-10-01,188,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트",,OST / 드라마,04:08
2023-10-01,189,Square (2017),백예린,블루바이닐,3018361.0,가요 / 전체,04:22
2023-10-01,190,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2567211.0,POP / 팝,03:54
2023-10-01,191,Shape of You,Ed Sheeran,Atlantic Records UK,2062272.0,POP / 팝,03:54
2023-10-01,192,이럴거면,거미,Studio Beyond,,가요 / 발라드,03:47
2023-10-01,193,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈,1400438.0,가요 / 랩/힙합,03:02
2023-10-01,194,BETELGEUSE,Yuuri,Sony Music Labels Inc.,1449773.0,J-POP / 락,03:50
2023-10-01,195,Love Me Like This,NMIXX,JYP Entertainment,1388951.0,가요 / 댄스,03:09
2023-10-01,196,괜찮아도 괜찮아 (That`s okay),디오 (D.O.),SM Entertainment,,가요 / R&B/소울,03:41
2023-10-01,197,200%,AKMU (악뮤),YG Entertainment,11053352.0,가요 / 전체,03:14
2023-10-01,198,One Call Away,Charlie Puth,Artist Partners,3456353.0,POP / 팝,03:14
2023-10-01,199,바람이 분다 (Love Effect),온앤오프 (ONF),WM엔터테인먼트,,가요 / 댄스,02:52
2023-10-01,200,INVU,태연 (TAEYEON),SM Entertainment,3096534.0,가요 / 댄스,03:25
2023-10-08,1,Do or Die,임영웅,물고기뮤직,8060791.0,가요 / 댄스,03:25
2023-10-08,2,Love Lee,AKMU (악뮤),YG Entertainment,10517450.0,가요 / 댄스,03:00
2023-10-08,3,후라이의 꿈,AKMU (악뮤),YG Entertainment,10517450.0,가요 / 블루스/포크,03:25
2023-10-08,4,You & Me,제니 (JENNIE),YG Entertainment,,가요 / 댄스,02:59
2023-10-08,5,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment,4050291.0,가요 / 랩/힙합,03:30
2023-10-08,6,Either Way,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / R&B/소울,02:47
2023-10-08,7,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC,6079732.0,가요 / 댄스,03:04
2023-10-08,8,Super Shy,NewJeans,ADOR,9967063.0,가요 / 댄스,02:35
2023-10-08,9,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment,3685704.0,가요 / 댄스,03:05
2023-10-08,10,ETA,NewJeans,ADOR,9967063.0,가요 / 댄스,02:31
2023-10-08,11,Fast Forward,전소미,The Black Label,2336332.0,가요 / 댄스,02:41
2023-10-08,12,헤어지자 말해요,박재정,로맨틱팩토리,1819335.0,가요 / 발라드,04:04
2023-10-08,13,I Love My Body,화사(Hwa Sa),피네이션,2033636.0,가요 / 댄스,02:30
2023-10-08,14,사막에서 꽃을 피우듯,우디(Woody),메이저나인,1657600.0,가요 / 발라드,04:19
2023-10-08,15,I AM,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,03:04
2023-10-08,16,Bubble,STAYC(스테이씨),하이업엔터테인먼트,2824854.0,가요 / 댄스,02:59
2023-10-08,17,Get A Guitar,RIIZE,SM Entertainment,1909171.0,가요 / 댄스,02:40
2023-10-08,18,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트,4429849.0,가요 / 댄스,02:41
2023-10-08,19,Off The Record,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,03:09
2023-10-08,20,Hype boy,NewJeans,ADOR,9967063.0,가요 / 댄스,02:57
2023-10-08,21,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,4237579.0,가요 / 댄스,03:06
2023-10-08,22,Ditto,NewJeans,ADOR,9967063.0,가요 / 댄스,03:06
2023-10-08,23,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records,2937953.0,OST / 전체,03:13
2023-10-08,24,Spicy,aespa,SM Entertainment,4819306.0,가요 / 댄스,03:17
2023-10-08,25,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO,1893436.0,가요 / 발라드,04:18
2023-10-08,26,3D (feat. Jack Harlow),정국,BIGHIT MUSIC,6079732.0,가요 / 댄스,03:22
2023-10-08,27,Kitsch,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,03:15
2023-10-08,28,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment,10517450.0,가요 / 발라드,04:50
2023-10-08,29,사건의 지평선,윤하,C9엔터테인먼트,3895035.0,가요 / 락,05:01
2023-10-08,30,New Jeans,NewJeans,ADOR,9967063.0,가요 / 댄스,01:49
2023-10-08,31,사랑은 늘 도망가,임영웅,모스트콘텐츠,8060791.0,OST / 드라마,04:03
2023-10-08,32,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,4237579.0,가요 / 댄스,03:02
2023-10-08,33,너의 모든 순간,성시경,SBS 콘텐츠허브,3348582.0,OST / 드라마,04:03
2023-10-08,34,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik,1766481.0,가요 / 랩/힙합,03:20
2023-10-08,35,After LIKE,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,02:57
2023-10-08,36,OMG,NewJeans,ADOR,9967063.0,가요 / 댄스,03:32
2023-10-08,37,주저하는 연인들을 위해,잔나비,페포니 뮤직,3525721.0,가요 / 인디,04:25
2023-10-08,38,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,02:57
2023-10-08,39,Attention,NewJeans,ADOR,9967063.0,가요 / 댄스,02:58
2023-10-08,40,Vancouver 2,BIG Naughty (서동현),H1GHR MUSIC,3805748.0,가요 / 락,03:22
2023-10-08,41,심(心),DK,방구석 캐스팅,,가요 / 락,04:17
2023-10-08,42,Still With You,정국,BIGHIT MUSIC,6079732.0,가요 / R&B/소울,04:00
2023-10-08,43,I WANT,IVE (아이브),스타쉽엔터테인먼트,12098752.0,가요 / 댄스,03:01
2023-10-08,44,나에게 그대만이,탑현,레이벡스,,가요 / 발라드,03:11
2023-10-08,45,CAKE,ITZY (있지),JYP Entertainment,2368916.0,가요 / 랩/힙합,03:19
2023-10-08,46,사랑인가 봐,멜로망스(Melomance),플렉스엠,2322803.0,OST / 드라마,03:05
2023-10-08,47,Dangerously,Charlie Puth,Artist Partners,3780309.0,POP / 팝,03:19
2023-10-08,48,취중고백,김민석,프로젝트 리본,,가요 / 발라드,03:48
2023-10-08,49,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG,,가요 / 댄스,03:16
2023-10-08,50,손오공,세븐틴,플레디스,3848205.0,가요 / 댄스,03:20
2023-10-08,51,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,2824854.0,가요 / 댄스,03:10
2023-10-08,52,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우,1409287.0,가요 / 발라드,03:51
2023-10-08,53,사랑하지 않아서 그랬어,임한별,플렉스엠,1687532.0,가요 / 발라드,03:44
2023-10-08,54,꽃,지수 (JISOO),YG Entertainment,,가요 / 댄스,02:53
2023-10-08,55,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment,,가요 / 발라드,02:43
2023-10-08,56,Stay,"The Kid LAROI, Justin Bieber",Columbia,,POP / 팝,02:22
2023-10-08,57,물론,허각,니즈뮤직,2436716.0,가요 / 발라드,03:44
2023-10-08,58,Baggy Jeans,NCT U,SM Entertainment,1602830.0,가요 / 댄스,03:31
2023-10-08,59,모래 알갱이,임영웅,물고기뮤직,8060791.0,가요 / 발라드,03:40
2023-10-08,60,Somebody,디오 (D.O.),SM Entertainment,,가요 / 블루스/포크,02:39
2023-10-08,61,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,3780309.0,POP / 팝,03:09
2023-10-08,62,해요 (2022),#안녕,일팔 프로젝트,,가요 / 발라드,03:58
2023-10-08,63,Cool With You,NewJeans,ADOR,9967063.0,가요 / 댄스,02:28
2023-10-08,64,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직,4237579.0,가요 / 댄스,03:04
2023-10-08,65,KIDDING,이세계 아이돌,J Major,,가요 / 전체,03:30
2023-10-08,66,Love Me Again,V,BIGHIT MUSIC,12098752.0,가요 / R&B/소울,03:02
2023-10-08,67,Slow Dancing,V,BIGHIT MUSIC,12098752.0,가요 / R&B/소울,03:07
2023-10-08,68,Chili,화사(Hwa Sa),Stone Music Entertainment,2033636.0,가요 / 댄스,02:15
2023-10-08,69,Better Things,aespa,SM Entertainment,4819306.0,가요 / 댄스,03:23
2023-10-08,70,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스,3848205.0,가요 / 댄스,03:25
2023-10-08,71,우리들의 블루스,임영웅,물고기뮤직,8060791.0,가요 / 발라드,03:27
